la1	la2	la3	la4	la5	
0.07262539190710104	1.9066641403249358	1.658660353556971	0.4193023226910233	2.7613593597929804	
0.11567046334721487	1.650893208202781	1.414759750005935	3.5873675906882703	3.836268134786584	
0.7823669862008618	0.7966359824504063	1.068934577341698	1.893545696283832	0.7498181227126083	
0.019329200528683255	0.5829914441355633	1.659648218616404	2.5045856707690612	0.8921816925816572	
0.6892714305238274	1.0706317359005424	1.807429151613767	0.013864838493532705	0.13763067195303957	
0.6420979848589508	1.2736206291080299	1.0424192466037219	3.0401524926756447	3.3004607828753914	
0.7581034615373224	1.4730688812878574	0.6632297860789762	3.3345932788206074	3.5790333498121085	
0.3283391457351542	0.16250717605014242	1.2275419589132355	3.027150098316257	4.277474317544551	
0.39396976386661686	0.7896573244248268	2.784734600148273	0.5264667965767225	1.666032018784216	
0.2353674360589353	0.2585388803276094	2.5828787650572096	3.9826457442903007	0.9781155421979121	
0.2343248078385013	0.12606787303027778	2.776594828744616	1.1086042171654635	1.1652133387192787	
0.4024779304992514	0.3918864456207045	1.7018225059821943	3.096714268536277	1.7662130378334457	
0.9725431333653417	0.3501706267086988	0.8136215198489225	3.3607039544315027	4.83977788243135	
0.7659120001094276	1.7154432835802225	2.3557571347125044	2.387213320905727	2.2899796906652963	
0.14240273062450715	0.3506707208746711	2.029551783081221	0.5641214864230784	0.4314584881087774	
0.9766468605009372	0.3517200461478831	2.589860098639881	1.906360287103622	3.4730890663592175	
0.5904457502857395	1.0048133648175546	2.304081087255353	3.58565504225323	2.8924502937346097	
0.23757272153888287	1.938563389657887	0.5273947790501291	1.7024170637609646	3.964370959818273	
0.5603613294915849	0.739230876520762	0.915382497158798	1.3841222552884949	4.577455673371989	
0.09802449995378848	1.9237861110989807	0.9724623049177719	1.1738254606938963	2.3286550460805815	
0.6319424585625728	0.2632793796093209	0.6774373833070496	2.526062485648284	1.5054717113261114	
0.4137288873457493	1.5291735296666171	0.1975335653449094	0.8184159799001511	4.647982180677538	
0.46174361968958333	0.7743857448784384	0.11652770524352452	1.98402252322545	1.5718590573638274	
