la1	la2	la3	la4	la4	
0.25671782474535	0.7571584510768852	1.3760154013702122	4.0	3.9413314610915635	
0.9843440215664627	0.20654610115892247	0.0677314209065758	4.0	4.724079132709128	
0.044369460632177615	0.45354943999042585	0.9566291511376956	4.0	1.4067883979918223	
0.6475483040931699	1.1733434666050653	0.5142352091267781	4.0	4.28607765072877	
0.6028629533549562	1.8218306341375172	0.46332538010605073	4.0	0.16766149093758564	
0.6682984126045219	0.0438307910028386	0.7199169158461948	4.0	3.7790705353161123	
0.912701455534021	0.39890316909415335	2.8115918606027117	4.0	1.9704072131501094	
0.15143827971151358	1.7882396777310936	2.6002663897333758	4.0	2.141993637445953	
0.6645271310073022	1.7081516950160187	0.058025046954263915	4.0	4.150767341725284	
0.3227720092239844	1.5045615154214949	1.959917693615683	4.0	4.559681063315878	
0.41660055716697253	0.19810506914556192	2.707048300874425	4.0	3.2759175519845525	
0.7921222874214439	1.1569407080278593	1.215069902260728	4.0	2.399727952834832	
0.08531851801601797	1.697670463742035	2.9630265887178533	4.0	0.34974355940168955	
0.2094228877773241	1.340035774891875	2.408704393534478	4.0	0.7397216836402587	
0.7588994462738324	1.8210642643413717	2.0951737099852688	4.0	4.102699253579086	
0.5655907588925173	1.8294493843949344	0.17413345908224032	4.0	2.0900358956473153	
0.30125321230004476	1.6009249952137674	2.2331949976927277	4.0	1.894235492160351	
0.14235538939299552	0.920596566928074	1.4266154557065727	4.0	1.3840652554311177	
0.7618183893402473	0.6248663212592105	0.10591815860031406	4.0	0.9103475293854746	
0.22311393687552006	1.1238673288616585	1.8961867685722633	4.0	2.617660024535488	
0.999388885099269	1.9523279805921836	2.4306851209106366	4.0	0.9588827722033816	
0.3048633379839579	0.0035444676887905757	2.9977080489783745	4.0	4.896351468778041	
0.2768004186924775	1.5423591340201022	0.8375504656213505	4.0	3.0348242606021576	
0.7321749106985755	1.8324840033493168	0.14524338897882583	4.0	0.1463538853533619	
0.9460175880931021	0.25946915681645133	1.0367855242452744	4.0	1.406531745868325	
