la1	la2	la3	la4	la5	
0.24968752289435203	1.2739499654121114	3.0	0.6843306579904849	3.0957801490522643	
0.46540831861505605	1.107031002153634	3.0	2.834695349056352	1.007550426521524	
0.6382980076836194	0.22184000556347394	3.0	3.4699840614333417	0.1987412826146212	
0.8630716944215381	1.2320410693561687	3.0	1.3534916779288242	0.9808297066896116	
0.977570787309797	0.4293532378520106	3.0	2.41151585103567	1.441492209132314	
0.530925486534021	1.7567212966671841	3.0	3.8661338869706197	4.351843297599928	
0.5930669071593024	0.7848172570994758	3.0	3.55312579529082	1.7178379276300944	
0.07614803819941673	0.4351168947093984	3.0	1.8952005502641014	4.674590467240895	
0.9838701130163535	0.7133705324944601	3.0	0.3587907262407981	3.524852209375183	
0.7979026998632398	0.7535774202366252	3.0	2.2601008521328327	4.697217624344888	
0.6624133940321144	0.24998842864265747	3.0	0.5859812296451765	1.5544593261638955	
0.6237714127819262	1.5071495769228846	3.0	1.4718763769821432	1.0782536295175378	
0.4490215513467183	0.35907746565411536	3.0	0.031470016294373515	1.0913299474065212	
0.11300984814075676	0.6586328264939056	3.0	0.15645044696339427	0.588724887379225	
0.08470353049959611	0.6570561807980835	3.0	0.0971776577959127	0.7071826567121964	
0.13780622663964015	1.6801887121513552	3.0	1.0535887371895427	4.8145428548684475	
0.5223122435634937	0.2417098165395759	3.0	3.134542300260902	1.7013753222640249	
0.04852439307896195	0.3654353919600106	3.0	2.9591005210719663	4.9763999562813845	
0.5017354082651851	0.34056074968289796	3.0	3.4303019977301403	0.18354100983852373	
0.37719161515493205	0.5069693696842621	3.0	2.423452034826175	2.2810744684645146	
0.21765227070265336	0.015981994144407263	3.0	1.4371836241971647	1.344476628262166	
0.684860852623026	0.21488518933012934	3.0	2.518314496419699	3.368860857571825	
0.7174604411660385	1.4320955169788938	3.0	0.11044175370314635	0.9811393643121025	
0.6095275659601588	1.6298076369662697	3.0	1.0932173840380486	0.48506082763941916	
0.4547319764880472	1.4005146639113153	3.0	0.43715362935585045	0.7106656547917745	
0.43096234441337566	1.818100573750843	3.0	2.098770432322103	1.8681652010985665	
0.12278196330806546	0.6784649159471958	3.0	1.8371919977279703	2.2201512426500223	
0.4698568107644052	0.6405660808465548	3.0	0.1188621359302573	2.9210778987622965	
0.5740764996911703	1.814428267146216	3.0	1.0520540196593409	3.494620917435159	
0.14957824392089492	0.9598069026373792	3.0	2.061243001017829	2.164676174475029	
